
999		PC_of_shin001	127.0.0.1	Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24	2011-05-24-03-01-27(Tue)	1306198887	/mvc_framework/www/index.php
