
999		PC_of_shin001	127.0.0.1	Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30	2011-06-24-04-00-32(Fri)	1308880832	/mvc_framework/www/index.php?debug=on
